migration,object_name,object_type,in_migration_grant,later_migration_explicit_grant,alter_default_privileges_source,effective_catalog_privilege_authenticated,effective_catalog_privilege_service_role,effective_catalog_privilege_anon,rls_enabled,hermetic_replay_safe,classification,secondary_classification,rationale
20251209160634_remix_migration_from_pg_dump.sql,organizations,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,page_classifications,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,page_summaries,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,policies,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,policy_audit,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,policy_bindings,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,profiles,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,rag_chunks,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,rag_documents,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,rag_items,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,rag_tokens,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,recommendations,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,roi_assumptions,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,roi_snapshots,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,scraper_logs,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,search_analytics,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,search_history,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,site_crawls,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,site_pages,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,sites,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,sovereign_dc_facilities,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,sovereign_dc_simulation_runs,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,system_builder_state,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,system_events,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,system_integrations,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,team_invites,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,user_roles,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,website_content_cache,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,workflow_edges,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,workflow_nodes,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,workflow_run_events,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,workflow_runs,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,workflows,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251209160634_remix_migration_from_pg_dump.sql,zapier_apps,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210032625_0243a383-7873-4785-9fba-35924b2719a1.sql,agent_definitions,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210032625_0243a383-7873-4785-9fba-35924b2719a1.sql,agent_definition_runs,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210032625_0243a383-7873-4785-9fba-35924b2719a1.sql,twin_agent_bindings,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210033908_baac1120-6f3f-4a70-8a97-b6243ee72d47.sql,dc_scan_sessions,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210033908_baac1120-6f3f-4a70-8a97-b6243ee72d47.sql,dc_blueprint_templates,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,data_centre_twins,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,twin_telemetry,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,twin_kpi_snapshots,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,twin_simulation_runs,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,twin_sovereignty_events,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,twin_carbon_emissions,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210035930_9d8461f8-bf20-4982-b2b3-e7b541f01390.sql,twin_financial_records,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251210154256_1d3d5af4-7144-4e93-867c-590124704414.sql,data_centre_locations,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251211160930_a2b70e13-b985-4f8c-b6b1-3176e8ad8fb6.sql,simulation_runs,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20251215025535_d8b5f197-92b4-4311-ac40-6fc76d311db7.sql,user_preferences,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
20260212035209_61e2d774-6a40-4d87-9762-b503050b64ad.sql,onboarding_submissions,table (public schema),absent,no,Supabase project bootstrap (outside repo migration set),present,present,revoked by B-03 (exception: onboarding_submissions INSERT),yes,no,platform_managed_privilege,migration_nonhermetic,"no in-repo GRANT at any point. The effective privilege originates from the Supabase project bootstrap ALTER DEFAULT PRIVILEGES IN SCHEMA public, which is not part of the repository migration set. A clean replay into an empty non-Supabase Postgres would produce NO privilege; correctness therefore depends on platform state, not on the migrations. Not a false positive."
