module,classification,evidence_referrers
src/pages/DigitalTwinDetail.tsx,likely_unreachable,./DIGITAL_TWIN_PHASE4_COMPLETE.md;./DOC_DIGITAL_TWIN_STATUS.md
src/pages/IntegrationHub.tsx,likely_unreachable,./M2M_DIGITAL_TWIN_FEATURE_AUDIT.md
src/pages/Integrations.tsx,false_positive,./src/components/builder/dc-steps/index.ts
src/schemas/digitalTwin.ts,false_positive,./src/components/digital-twin/TwinEntitiesEventsTab.tsx;./src/components/digital-twin/TwinOverviewTab.tsx;./src/components/digital-twin/TwinWorkflowTab.tsx
src/simulation/compat/dataCenterEngine.ts,false_positive,./src/simulation/__tests__/characterization/dataCenter.simulationEngine.spec.ts;./src/simulation/compat/__tests__/dataCenterEngine.reexport.spec.ts;./src/twins/dataCenter/index.ts
src/simulation/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/simulation/integrationTests.ts,likely_unreachable,./docs/adr/0001-simulation-consolidation.md;./docs/remediation/phase-1b-consolidation-design.md
src/stores/blueprintSyncMiddleware.ts,likely_unreachable,./src/lib/builder/README.md
src/stores/builderSelectionStore.ts,false_positive,./src/components/builder/BuilderSourceHeader.tsx;./src/components/builder/VersionUpgradeBanner.tsx;./src/components/marketplace/IndustryAgentPreviewModal.tsx
src/stores/builderTemplatesStore.ts,proven_unreachable,
src/stores/industryAgentsStore.ts,likely_unreachable,./M2M_DIGITAL_TWIN_FEATURE_AUDIT.md
src/stores/marketplaceStore.ts,false_positive,./src/components/marketplace/IndustryTab.tsx;./src/components/marketplace/McpTab.tsx;./src/components/shared/IndustryGrid.tsx
src/stores/templatesCatalogStore.ts,false_positive,./src/components/shared/TemplateCard.tsx;./src/components/shared/TemplatePreviewModal.tsx
src/stores/unifiedStore.ts,test_or_tooling_only,./tests/unit/unified-store.test.ts
src/test/setup.ts,test_or_tooling_only,./src/components/simulation/__tests__/kpiProvenance.test.tsx;./src/components/simulation/__tests__/phase1a3b2.test.tsx;./tests/aoc/AOC_TEST_PLAN.md
src/twins/dataCenter/MasterTemplate.ts,false_positive,./src/twins/dataCenter/index.ts
src/twins/dataCenter/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/twins/dataCenter/omniverseAdapter.ts,false_positive,./src/integrations/omniverseKit/__tests__/fetchStatusValidated.test.ts;./src/twins/dataCenter/__tests__/omniverseAdapter.test.ts
src/twins/sovereignDataCenter/components/SovereignDCScenarioPanel.tsx,false_positive,./src/twins/sovereignDataCenter/components/index.ts
src/twins/sovereignDataCenter/components/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/twins/sovereignDataCenter/generatePlaybook.ts,false_positive,./src/twins/sovereignDataCenter/__tests__/generatePlaybook.test.ts;./src/twins/sovereignDataCenter/index.ts
src/twins/sovereignDataCenter/hooks/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/twins/sovereignDataCenter/index.ts,dynamic_or_external_entry,./src/simulation/providers/__tests__/contract.test.ts
src/types/builderTypes.ts,false_positive,./src/lib/__tests__/builderStore.test.ts
src/types/enhancedRecommendation.ts,false_positive,./src/components/dc-scan/DCScannerPanel.tsx;./src/components/dc-scan/EnhancedRecommendationCard.tsx;./src/lib/dc-scan/agentRecommendations.ts
src/types/industryTemplates.ts,likely_unreachable,./M2M_DIGITAL_TWIN_FEATURE_AUDIT.md;./PHASE_1_2_3_IMPLEMENTATION_COMPLETE.md
src/types/integrations.ts,false_positive,./src/components/integrations/IntegrationCard.tsx;./src/components/integrations/IntegrationFilters.tsx;./src/components/integrations/IntegrationMarketplace.tsx
src/types/twinBlueprintSchema.ts,false_positive,./src/lib/blueprintFactory.ts;./src/lib/industryAdapter.ts;./src/types/industryTemplates.ts
src/utils/dataValidation.ts,proven_unreachable,
src/vite-env.d.ts,proven_unreachable,
